"","lhs","op","rhs","block","group","label","exo","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox","fmi"
"914","EF_BL","~","BMI",4,4,"",0,-0.0089051741331811,0.0128899944925487,-0.690859421105954,0.48965388922466,-0.0341690990994961,0.0163587508331339,-0.00221461643198202,-0.00947513423918274,-0.00221461643198202,0.0580317581292689
"915","EF_BL","~","Source.BL",4,4,"",0,-0.0917518995152847,0.112546272316949,-0.815237125374495,0.414936590818566,-0.312338539850742,0.128834740820173,-0.0228176632251353,-0.0109122998383891,-0.0228176632251353,0.0490088595710999
"916","EF_BL","~","White",4,4,"",0,2.324830497853,0.260631457363018,8.91999193564302,0,1.8140022281833,2.8356587675227,0.57815914041863,0.117234335751433,0.57815914041863,0.0537809777987533
"917","EF_BL","~","Smoking",4,4,"",0,-0.0882854197837595,0.0468751435895545,-1.88341651935617,0.0596439433784801,-0.18015901298943,0.0035881734219109,-0.0219555887884363,-0.0252273412493872,-0.0219555887884363,0.0514542394159122
"918","EF_BL","~","Alcohol",4,4,"",0,0.170071709072428,0.0220623093252316,7.70869932813086,1.26565424807268e-14,0.126830377379192,0.213313040765664,0.0422949170778898,0.104626928112438,0.0422949170778898,0.064066314336599
"919","EF_BL","~","Depression",4,4,"",0,-0.0652153331516276,0.0133726530874996,-4.87676848602236,1.07837876295314e-06,-0.0914252515808751,-0.03900541472238,-0.0162183182782058,-0.065721137219843,-0.0162183182782058,0.0647070677402586
"920","EF_BL","~","Age_BL",4,4,"",0,-2.1857473725237,0.0972802169801562,-22.4685700790487,0,-2.37641309421305,-1.99508165083436,-0.543570734828895,-0.312155779358451,-0.543570734828895,0.0508851492932112
"921","EF_BL","~","Language_BL",4,4,"",0,-1.48272771275388,0.145603024803057,-10.1833578990507,0,-1.76810439740797,-1.1973510280998,-0.368737669551542,-0.134824738125998,-0.368737669551542,0.0379749791784589
"922","EF_DELTA","~","Age_BL",4,4,"",0,-0.555763554691453,0.100152392124421,-5.54917903509501,2.8701414578336e-08,-0.752058636220852,-0.359468473162055,-0.423862839241238,-0.243411255328312,-0.423862839241238,0.305228617634289
"923","EF_DELTA","~","Language_FU1",4,4,"",0,0.038036397610858,0.130895111677774,0.290586845630207,0.771367321819947,-0.218513307029926,0.294586102251642,0.0290091269025324,0.0105670216952544,0.0290091269025324,0.292454450401394
"924","EF_BL","~","Material_deprivation",4,4,"c111d",0,-3.62201300979479,1.46020061770717,-2.48048998601447,0.0131201949077562,-6.48395363070398,-0.760072388885592,-0.900753809906556,-0.0357645546192933,-0.900753809906556,0.0935605616912991
"925","EF_BL","~","Social_deprivation",4,4,"c121d",0,1.55427598906198,1.32445471547741,1.17352142802536,0.240586769053013,-1.04160755242799,4.15015953055196,0.386530919410801,0.0158525276773542,0.386530919410801,0.0874421838603969
"926","EF_BL","~","Physical_activity",4,4,"b11d",0,0.268368382614528,0.085005454228335,3.1570725084729,0.00159361714071293,0.101760753837523,0.434976011391533,0.0667401918338753,0.0462242458271306,0.0667401918338753,0.145544990698173
"927","EF_BL","~","MatINT",4,4,"int1d",0,-1.63820962627886,2.04188566378553,-0.802302330308602,0.422378094765794,-5.64023198784716,2.36381273528944,-0.407404268926102,-0.0112607226770243,-0.407404268926102,0.187381299301587
"928","EF_BL","~","SocINT",4,4,"int2d",0,-5.15461255829492,1.9966970281214,-2.58156970521696,0.00983521274120802,-9.06806682145102,-1.24115829513883,-1.28189404287628,-0.0363182289482694,-1.28189404287628,0.186842378937723
"929","EF_DELTA","~","Material_deprivation",4,4,"c211d",0,0.425285647268965,1.29226691160075,0.329100469454996,0.742079749414715,-2.10751095788132,2.95808225241925,0.324351570768343,0.0128784239833539,0.324351570768343,0.336287237229512
"930","EF_DELTA","~","Social_deprivation",4,4,"c221d",0,0.125375928234817,1.15628849973131,0.108429624841855,0.913654902438143,-2.1409078869764,2.39165974344603,0.0956201544083229,0.00392160385663696,0.0956201544083229,0.321182128693377
"931","EF_DELTA","~","Physical_activity",4,4,"b21d",0,0.23802877448597,0.0709330308976845,3.35568312073551,0.000791692239789032,0.0990025886122416,0.377054960359698,0.181536826808926,0.125732376226611,0.181536826808926,0.322463297568807
"932","EF_DELTA","~","MatINT",4,4,"int3d",0,-0.662412348209124,1.70309713898123,-0.388945723087393,0.697316297799538,-4.00042140278554,2.67559670636729,-0.505200415338952,-0.0139638246512368,-0.505200415338952,0.357844138303283
"933","EF_DELTA","~","SocINT",4,4,"int4d",0,2.17630338904542,1.68069820639792,1.29488053284098,0.195361445007916,-1.11780456437557,5.47041134246641,1.6597960153095,0.0470248317530043,1.6597960153095,0.365328480938474
"934","MEM_DELTA","~","Multimorbidity",4,4,"",0,-0.00336978367212821,0.00753934200083296,-0.446959916628787,0.65490400133965,-0.018146622460891,0.0114070551166345,-0.00269395878985814,-0.00540814779006759,-0.00269395878985814,0.362613582969752
"935","MEM_DELTA","~","Education",4,4,"",0,0.0337315176045983,0.00576255818050438,5.8535665147325,4.81141704256061e-09,0.022437111111993,0.0450259240972035,0.0269665139331546,0.0712614627598273,0.0269665139331546,0.294410615762665
"936","MEM_DELTA","~","Income",4,4,"",0,0.0807500755572429,0.0161490046851869,5.00031284474843,5.72373646257063e-07,0.0490986079881079,0.112401543126378,0.0645552940470378,0.0623805253925087,0.0645552940470378,0.290300491905075
"937","MEM_DELTA","~","BMI",4,4,"",0,0.00583922609910795,0.00331262137393083,1.7627206492902,0.0779476163025803,-0.000653392488214077,0.01233184468643,0.00466814371669328,0.0199724375402925,0.00466814371669328,0.291282813336732
"938","MEM_DELTA","~","Source.BL",4,4,"",0,-0.250268593551432,0.0287984800474481,-8.69034036307095,0,-0.306712577253925,-0.193824609848938,-0.200076130405579,-0.0956842383003213,-0.200076130405579,0.275188601185649
"939","MEM_DELTA","~","White",4,4,"",0,0.0503612127501933,0.0682292204263611,0.73811795643404,0.460442772950298,-0.083365601978719,0.184088027479106,0.040261050843841,0.0081638033931536,0.040261050843841,0.312431512233916
"940","MEM_DELTA","~","Smoking",4,4,"",0,-0.0218490835065987,0.012243649642996,-1.78452374444555,0.0743386000187143,-0.0458461958461976,0.0021480288330002,-0.0174671540638608,-0.0200700541657403,-0.0174671540638608,0.30826706087883
"941","MEM_DELTA","~","Alcohol",4,4,"",0,0.0171727832998349,0.0057376813981156,2.99298307247853,0.00276265071711768,0.00592713440476291,0.0284184321949069,0.0137287063557115,0.033961347419373,0.0137287063557115,0.309383341581853
"942","MEM_DELTA","~","Depression",4,4,"",0,-0.00296741347546631,0.00348492381185041,-0.85150024381471,0.394491527938921,-0.00979773863555914,0.00386291168462652,-0.00237228569937465,-0.00961316156822403,-0.00237228569937465,0.313298901946625
"943","MEM_BL","~","Multimorbidity",4,4,"",0,-0.000501115514160114,0.00674957303199202,-0.0742440317016938,0.940816210274661,-0.0137300355678873,0.0127278045395671,-0.000419904173572449,-0.000842961606129685,-0.000419904173572449,0.130656417622895
"944","MEM_BL","~","Education",4,4,"",0,0.0615804469204784,0.0051405602871338,11.9793258868312,0,0.0515051338973393,0.0716557599436176,0.0516006508313842,0.136359407327122,0.0516006508313842,0.0606707592352963
"945","MEM_BL","~","Income",4,4,"",0,0.0996590756243523,0.0149829808147336,6.65148523225444,2.90150126147637e-11,0.0702929728464198,0.129025178402285,0.0835082143868073,0.0806949509709238,0.0835082143868073,0.104850771795526
"946","MEM_BL","~","BMI",4,4,"",0,0.00267174345308407,0.00302342376064161,0.883681436874431,0.376868203825847,-0.00325405822777612,0.00859754513394426,0.00223875772145105,0.00957842163248603,0.00223875772145105,0.0709702816092757
"947","MEM_BL","~","Source.BL",4,4,"",0,0.108048424757857,0.0260467424316807,4.14825097768993,3.35025003077583e-05,0.0569977476771718,0.159099101838542,0.0905379762185064,0.0432988046807948,0.0905379762185064,0.0580519426313078
"948","MEM_BL","~","White",4,4,"",0,0.26086645519946,0.0610038102379609,4.27623215962879,1.90082999946828e-05,0.141301184213341,0.380431726185579,0.218590145760892,0.0443239045248543,0.218590145760892,0.0643892655607384
"949","MEM_BL","~","Smoking",4,4,"",0,-0.0258448652180211,0.0109308042392178,-2.36440655714009,0.0180589824138977,-0.0472688478489457,-0.0044208825870966,-0.0216564174602605,-0.0248835883552767,-0.0216564174602605,0.0522902105740088
"950","MEM_BL","~","Alcohol",4,4,"",0,0.0290406262989895,0.00517533842673454,5.61134826448696,2.00756273827096e-08,0.0188971493747837,0.0391841032231954,0.0243342699268482,0.0601968294586387,0.0243342699268482,0.0764514399917546
"951","MEM_BL","~","Depression",4,4,"",0,-0.0160421334176175,0.00312518466887367,-5.13317935333375,2.84888187040977e-07,-0.0221673828136466,-0.00991688402158835,-0.0134423273371483,-0.0544720497109709,-0.0134423273371483,0.0696621214370604
"952","MEM_BL","~","Age_BL",4,4,"",0,-0.511023051467869,0.02281599560251,-22.3975784520072,0,-0.555741581120213,-0.466304521815525,-0.428206084305195,-0.245905445984679,-0.428206084305195,0.0590002178857533
"953","MEM_BL","~","Language_BL",4,4,"",0,-0.151936590985876,0.0338630214744456,-4.48679959348971,7.23010239611632e-06,-0.218306893483495,-0.0855662884882559,-0.127313577150507,-0.0465507625518088,-0.127313577150507,0.0329580811778946
"954","MEM_DELTA","~","Age_BL",4,4,"",0,-0.398697487521643,0.0257810777283208,-15.464733155188,0,-0.44922747135178,-0.348167503691507,-0.318736959255592,-0.183040729663438,-0.318736959255592,0.284891630964697
"955","MEM_DELTA","~","Language_FU1",4,4,"",0,0.0570105162905181,0.037308142667571,1.52809848505465,0.126488087565599,-0.0161120996680031,0.130133132249039,0.0455768074210517,0.0166020547408009,0.0455768074210517,0.265984486854129
"956","MEM_BL","~","Material_deprivation",4,4,"c122d",0,-0.173667729247982,0.235547170941659,-0.737294905957485,0.460943029354989,-0.635331700953933,0.287996242457969,-0.145522942845425,-0.00577800857516819,-0.145522942845425,0.091458703046788
"957","MEM_BL","~","Social_deprivation",4,4,"c122d",0,-0.173667729247982,0.23554717094166,-0.737294905957482,0.460943029354991,-0.635331700953934,0.28799624245797,-0.145522942845424,-0.00596823271645023,-0.145522942845424,0.0914587030467905
"958","MEM_BL","~","Physical_activity",4,4,"b12d",0,0.0835471322686275,0.0198788481104943,4.20281556578331,2.6361537100783e-05,0.0445853059179166,0.122508958619338,0.0700073905881849,0.0484871071440596,0.0700073905881849,0.156998413510452
"959","MEM_BL","~","MatINT",4,4,"int5d",0,-0.276251721513588,0.476271678630612,-0.580029705540908,0.561894585744471,-1.20972705848602,0.657223615458846,-0.231482058611872,-0.00639820312537711,-0.231482058611872,0.18878748034436
"960","MEM_BL","~","SocINT",4,4,"int6d",0,-0.727341382332982,0.466419391987585,-1.55941497036286,0.118898195326945,-1.64150659231972,0.186823827653754,-0.609467624576456,-0.0172672498549569,-0.609467624576456,0.190298001211085
"961","MEM_DELTA","~","Material_deprivation",4,4,"c212d",0,0.072808568131425,0.381342573999761,0.19092693314508,0.848582838710315,-0.674609142679906,0.820226278942756,0.058206490736173,0.00231109676610439,0.058206490736173,0.313982819378327
"962","MEM_DELTA","~","Social_deprivation",4,4,"c222d",0,0.416358145038145,0.343742496222124,1.21125013524396,0.225799553361355,-0.257364767513113,1.0900810575894,0.33285569451589,0.0136511824666482,0.33285569451589,0.305901571805835
"963","MEM_DELTA","~","Physical_activity",4,4,"b22d",0,0.0965439758205598,0.0209806457414871,4.6015731360286,4.19311870292205e-06,0.0554226657948515,0.137665285846268,0.0771816584016475,0.0534560038452352,0.0771816584016475,0.303670847412592
"964","MEM_DELTA","~","MatINT",4,4,"int7d",0,0.62987779269043,0.504058823086982,1.24961167990851,0.211441434382451,-0.358059346649701,1.61781493203056,0.503553041160996,0.0139182909512288,0.503553041160996,0.337308411283636
"965","MEM_DELTA","~","SocINT",4,4,"int8d",0,-0.938013547547864,0.499747280708117,-1.87697579108134,0.060521411948474,-1.9175002191076,0.0414731240118735,-0.749890820091327,-0.0212456767715167,-0.749890820091327,0.354521962710965
"966","EF_DELTA","~~","MEM_DELTA",4,4,"",0,0.330495064190277,0.049885203226131,6.62511211374913,3.46984663224248e-11,0.232721862505599,0.428268265874955,0.277956360119754,0.277956360119754,0.277956360119754,0.329199798589368
"967","Multimorbidity","~~","Multimorbidity",4,4,"",0,4.03009428352265,0.0638273980842455,63.1405071252215,0,3.90499488205063,4.15519368499467,4.03009428352265,1,4.03009428352265,0.098672715783374
"968","Multimorbidity","~~","Education",4,4,"",0,-0.521903498000453,0.0597958579758388,-8.72808779182219,0,-0.639101226057769,-0.404705769943136,-0.521903498000453,-0.0983790623138686,-0.521903498000453,0.101533227381584
"969","Multimorbidity","~~","Income",4,4,"",0,-0.187209277709996,0.0222962207873386,-8.39645783451816,0,-0.230909067444533,-0.143509487975459,-0.187209277709996,-0.0965056188126464,-0.187209277709996,0.136377218618182
"970","Multimorbidity","~~","BMI",4,4,"",0,1.57812563706791,0.0975408957092524,16.1791177494612,0,1.38694899445799,1.76930227967782,1.57812563706791,0.183737210344776,1.57812563706791,0.0938922178587877
"971","Multimorbidity","~~","Source.BL",4,4,"",0,0.0281320815809475,0.0105839800959746,2.65798700733074,0.00786089234967013,0.00738786177974858,0.0488763013821464,0.0281320815809475,0.0293021265865136,0.0281320815809475,0.0689978689466151
"972","Multimorbidity","~~","White",4,4,"",0,0.00310660093175831,0.00455059938099864,0.682679504754945,0.494809383271527,-0.00581240996306928,0.0120256118265859,0.00310660093175831,0.00763168495468566,0.00310660093175831,0.09533359036434
"973","Multimorbidity","~~","Smoking",4,4,"",0,0.206915825659202,0.0259085174836468,7.98640160672277,1.33226762955019e-15,0.156136064498428,0.257695586819976,0.206915825659202,0.0897035666923769,0.206915825659202,0.096709857333131
"974","Multimorbidity","~~","Alcohol",4,4,"",0,-0.470664196393591,0.0562040018193213,-8.37421146463259,0,-0.580822015746484,-0.360506377040698,-0.470664196393591,-0.0947759754027414,-0.470664196393591,0.109413955697531
"975","Multimorbidity","~~","Depression",4,4,"",0,1.67305392108618,0.0939436010155287,17.8091312553543,0,1.48892784651775,1.85717999565462,1.67305392108618,0.20566154031413,1.67305392108618,0.116481602234412
"976","Multimorbidity","~~","Age_BL",4,4,"",0,0.195642118566935,0.0129745439421224,15.078920649517,0,0.170212479724543,0.221071757409327,0.195642118566935,0.169702969042783,0.195642118566935,0.0817146043293711
"977","Multimorbidity","~~","Language_BL",4,4,"",0,-0.00260626120161822,0.00815369848001962,-0.319641596755728,0.749240037668662,-0.0185872165632557,0.0133746941600192,-0.00260626120161822,-0.00355065320753399,-0.00260626120161822,0.0838103146076773
"978","Multimorbidity","~~","Language_FU1",4,4,"",0,-0.00223735599670798,0.00817382847518868,-0.273721916663578,0.784298333712764,-0.0182577654238857,0.0137830534304698,-0.00223735599670798,-0.00305956403995411,-0.00223735599670798,0.0951314440192867
"979","Multimorbidity","~~","Material_deprivation",4,4,"",0,0.00454831043151429,0.000900396930778678,5.05145039486178,4.38467812946541e-07,0.00278356487539767,0.0063130559876309,0.00454831043151429,0.0570618413416853,0.00454831043151429,0.111214065260728
"980","Multimorbidity","~~","Social_deprivation",4,4,"",0,0.00443438566431407,0.000936956069725512,4.73275728456848,2.21490283425219e-06,0.00259798551255587,0.00627078581607228,0.00443438566431407,0.0538594083044059,0.00443438566431407,0.124556095036718
"981","Multimorbidity","~~","Physical_activity",4,4,"",0,-0.277059525161794,0.0166355877084782,-16.6546280189784,0,-0.309664677932069,-0.24445437239152,-0.277059525161794,-0.199265952184414,-0.277059525161794,0.178734080090792
"982","Multimorbidity","~~","MatINT",4,4,"",0,0.000843457962429364,0.000667979942305664,1.26269953483634,0.206697181279425,-0.00046575866688488,0.00215267459174361,0.000843457962429364,0.0152007547280531,0.000843457962429364,0.219737986357352
"983","Multimorbidity","~~","SocINT",4,4,"",0,-0.000762886780338717,0.000693507910673762,-1.10004048778269,0.27131448158239,-0.00212213730825291,0.000596363747575478,-0.000762886780338717,-0.0134131244251884,-0.000762886780338717,0.239496250186729
"984","Education","~~","Education",4,4,"",0,6.98328635810616,0.105242530317509,66.3542233072323,0,6.77701478904198,7.18955792717034,6.98328635810616,1,6.98328635810616,0.00433348897432728
"985","Education","~~","Income",4,4,"",0,0.938353459965633,0.0296527637071512,31.644721862446,0,0.88023511105754,0.996471808873726,0.938353459965633,0.367467867907743,0.938353459965633,0.0483665952530419
"986","Education","~~","BMI",4,4,"",0,-1.23430736418132,0.121293625761719,-10.1761931546684,0,-1.47203850222857,-0.996576226134073,-1.23430736418132,-0.109170812093387,-1.23430736418132,0.00591299490286024
"987","Education","~~","Source.BL",4,4,"",0,-0.149790351759225,0.0135585707781483,-11.0476505385535,0,-0.176364662166233,-0.123216041352217,-0.149790351759225,-0.118524679697239,-0.149790351759225,0.0038659436826376
"988","Education","~~","White",4,4,"",0,-0.0293398590885459,0.00572858116366634,-5.12166245887108,3.02853654376989e-07,-0.0405676718518465,-0.0181120463252453,-0.0293398590885459,-0.0547546071141136,-0.0293398590885459,0.00780322990739546
"989","Education","~~","Smoking",4,4,"",0,-0.559998090975996,0.0330283649683329,-16.9550654872839,0,-0.624732496782173,-0.495263685169819,-0.559998090975996,-0.18442943133741,-0.559998090975996,0.0119157578803476
"990","Education","~~","Alcohol",4,4,"",0,1.06184258015754,0.0714997896397402,14.8509888701456,0,0.921705567561455,1.20197959275362,1.06184258015754,0.162433242748432,1.06184258015754,0.0299131259632365
"991","Education","~~","Depression",4,4,"",0,-0.944520978867622,0.115058471743259,-8.20905201118279,2.22044604925031e-16,-1.17003143960063,-0.719010518134614,-0.944520978867622,-0.0882028122250997,-0.944520978867622,0.013001338756248
"992","Education","~~","Age_BL",4,4,"",0,-0.155440931493509,0.0162497061767933,-9.56576874697584,0,-0.187289770359382,-0.123592092627637,-0.155440931493509,-0.102428343999107,-0.155440931493509,0.00353841095493224
"993","Education","~~","Language_BL",4,4,"",0,-0.0617574076959259,0.0103229685195691,-5.98252407520698,2.19706031145961e-09,-0.0819900542078222,-0.0415247611840297,-0.0617574076959259,-0.0639156269847732,-0.0617574076959259,0.00538878903699613
"994","Education","~~","Language_FU1",4,4,"",0,-0.0613843994514282,0.0103491584498449,-5.93134212302527,3.0046838350728e-09,-0.0816683772834226,-0.0411004216194337,-0.0613843994514282,-0.0637690789872319,-0.0613843994514282,0.0178331244969232
"995","Education","~~","Material_deprivation",4,4,"",0,-0.0295860607825787,0.00118605558074197,-24.9449193300623,0,-0.0319106870044957,-0.0272614345606617,-0.0295860607825787,-0.281974935636286,-0.0295860607825787,0.0447932648912586
"996","Education","~~","Social_deprivation",4,4,"",0,-0.00895431001464435,0.00118849965230972,-7.53412926730153,4.90718576884319e-14,-0.0112837265288098,-0.00662489350047892,-0.00895431001464435,-0.0826205193187417,-0.00895431001464435,0.0534113258095807
"997","Education","~~","Physical_activity",4,4,"",0,0.127869945555664,0.0207536234022177,6.16133111204087,7.21359860733628e-10,0.0871935911386091,0.168546299972718,0.127869945555664,0.0698644382065671,0.127869945555664,0.116211185705541
"998","Education","~~","MatINT",4,4,"",0,0.00132625837823676,0.000856646269450822,1.54819839358781,0.121574538063864,-0.000352737457377449,0.00300525421385096,0.00132625837823676,0.0181575616420927,0.00132625837823676,0.177743100870718
"999","Education","~~","SocINT",4,4,"",0,-0.000408009039571214,0.000877684148889624,-0.464870010569742,0.642024547780362,-0.00212823836119657,0.00131222028205414,-0.000408009039571214,-0.00544963388648466,-0.000408009039571214,0.177254493214235
"1000","Income","~~","Income",4,4,"",0,0.933757985953384,0.0144954125050763,64.4174828157792,0,0.905347499502383,0.962168472404385,0.933757985953384,1,0.933757985953384,0.0618742943168333
"1001","Income","~~","BMI",4,4,"",0,-0.0908857095640501,0.0452407120770916,-2.00893631844649,0.0445438876824333,-0.179555875870096,-0.00221554325800428,-0.0908857095640501,-0.0219832340639213,-0.0908857095640501,0.0554678706828974
"1002","Income","~~","Source.BL",4,4,"",0,-0.0531322431455519,0.00506196859407366,-10.4963596984298,0,-0.0630535192808092,-0.0432109670102947,-0.0531322431455519,-0.114972999613579,-0.0531322431455519,0.0453681760042842
"1003","Income","~~","White",4,4,"",0,0.0106792985594566,0.00213351222135606,5.00550146962307,5.57167877834885e-07,0.00649769144502262,0.0148609056738905,0.0106792985594566,0.0545027144716747,0.0106792985594566,0.0436548343875043
"1004","Income","~~","Smoking",4,4,"",0,-0.130074949397623,0.0122500728388613,-10.618300079407,0,-0.154084650969784,-0.106065247825463,-0.130074949397623,-0.117152107927834,-0.130074949397623,0.0585520397809338
"1005","Income","~~","Alcohol",4,4,"",0,0.484466853574699,0.026856363380449,18.0391829940528,0,0.431829348593299,0.537104358556099,0.484466853574699,0.202670998668318,0.484466853574699,0.0675619976744576
"1006","Income","~~","Depression",4,4,"",0,-0.642629804907215,0.0434356280790158,-14.7949928049429,0,-0.727762071587963,-0.557497538226468,-0.642629804907215,-0.164113553340798,-0.642629804907215,0.0564446649980815
"1007","Income","~~","Age_BL",4,4,"",0,-0.0522817253762073,0.00607789923536439,-8.60194013615839,0,-0.0641941889791851,-0.0403692617732296,-0.0522817253762073,-0.0942144319041298,-0.0522817253762073,0.0492555107605095
"1008","Income","~~","Language_BL",4,4,"",0,-0.0479824687882937,0.00387391673071308,-12.3860351483243,0,-0.0555752060595985,-0.0403897315169889,-0.0479824687882937,-0.135804245200445,-0.0479824687882937,0.0422892345422672
"1009","Income","~~","Language_FU1",4,4,"",0,-0.047936535073068,0.00387799293515707,-12.361171326148,0,-0.0555372615582766,-0.0403358085878594,-0.047936535073068,-0.136185708199708,-0.047936535073068,0.0513618959769382
"1010","Income","~~","Material_deprivation",4,4,"",0,-0.0124646986150393,0.000447701185437372,-27.8415582099971,0,-0.0133421768143324,-0.0115872204157461,-0.0124646986150393,-0.32487620562904,-0.0124646986150393,0.0821845255150323
"1011","Income","~~","Social_deprivation",4,4,"",0,-0.00888682667645382,0.000451628881335057,-19.6772771709895,0,-0.00977200301824864,-0.00800165033465899,-0.00888682667645382,-0.224241125789593,-0.00888682667645382,0.0858006876469615
"1012","Income","~~","Physical_activity",4,4,"",0,0.0864255692154981,0.00773179930563871,11.1779374760114,0,0.0712715210407545,0.101579617390242,0.0864255692154981,0.129134623447407,0.0864255692154981,0.138625433100804
"1013","Income","~~","MatINT",4,4,"",0,0.000114936085829203,0.000315294134335801,0.364536073819855,0.715457741145455,-0.000503029062005701,0.000732901233664107,0.000114936085829203,0.00430326955384036,0.000114936085829203,0.18875000333949
"1014","Income","~~","SocINT",4,4,"",0,0.000861005837224873,0.000324231227558583,2.65553026371991,0.00791838280638135,0.000225524308546841,0.00149648736590291,0.000861005837224873,0.0314496921363583,0.000861005837224873,0.193201840315111
"1015","BMI","~~","BMI",4,4,"",0,18.3051674991858,0.275809282230728,66.3689320066922,0,17.7645912394117,18.8457437589599,18.3051674991858,1,18.3051674991858,0.00400858878324784
"1016","BMI","~~","Source.BL",4,4,"",0,-0.220987767226292,0.0219140825821019,-10.0842810278894,0,-0.263938579841448,-0.178036954611136,-0.220987767226292,-0.108003108582464,-0.220987767226292,0.00286793762788484
"1017","BMI","~~","White",4,4,"",0,0.0632406548739043,0.00924973821686096,6.83702104764712,8.08575428834502e-12,0.0451115011024331,0.0813698086453755,0.0632406548739043,0.0728957273813915,0.0632406548739043,0.00016049339333446
"1018","BMI","~~","Smoking",4,4,"",0,0.216572056594105,0.0525842520511727,4.11857254113544,3.81226565027148e-05,0.11350881641983,0.31963529676838,0.216572056594105,0.0440543880896734,0.216572056594105,0.00994249045490125
"1019","BMI","~~","Alcohol",4,4,"",0,-0.756556046975629,0.114440211825965,-6.6109284044857,3.81916720471054e-11,-0.980854740537655,-0.532257353413604,-0.756556046975629,-0.0714823722221867,-0.756556046975629,0.0280019415653836
"1020","BMI","~~","Depression",4,4,"",0,0.527093579484589,0.185407126174833,2.84289816879831,0.00447053514305495,0.163702289704843,0.890484869264335,0.527093579484589,0.0304019626977653,0.527093579484589,0.0104823170768054
"1021","BMI","~~","Age_BL",4,4,"",0,-0.34514937807526,0.0264227452175684,-13.0625858605248,0,-0.396937007074372,-0.293361749076148,-0.34514937807526,-0.140476904391658,-0.34514937807526,0.00313069388883724
"1022","BMI","~~","Language_BL",4,4,"",0,0.0111165894157433,0.0166566479344459,0.667396552985565,0.504518867113059,-0.0215298406389341,0.0437630194704207,0.0111165894157433,0.00710612157163132,0.0111165894157433,0.00270503122774535
"1023","BMI","~~","Language_FU1",4,4,"",0,0.00732205770591963,0.0166885091339072,0.438748461421451,0.660843808263228,-0.0253868191522063,0.0400309345640455,0.00732205770591963,0.00469816594466394,0.00732205770591963,0.013959799162923
"1024","BMI","~~","Material_deprivation",4,4,"",0,0.00996611781630181,0.00185295647383034,5.37849537053632,7.51109132668404e-08,0.00633438986267401,0.0135978457699296,0.00996611781630181,0.0586668067373637,0.00996611781630181,0.046514939628447
"1025","BMI","~~","Social_deprivation",4,4,"",0,0.00380320880898649,0.00191584418149459,1.98513472323178,0.0471294844710979,4.82232132664696e-05,0.00755819440470651,0.00380320880898649,0.0216744974372604,0.00380320880898649,0.0511877805077053
"1026","BMI","~~","Physical_activity",4,4,"",0,-0.281461522671257,0.0335774215483746,-8.38246386089412,0,-0.347272059599791,-0.215650985742724,-0.281461522671257,-0.0949838558507185,-0.281461522671257,0.111370981514043
"1027","BMI","~~","MatINT",4,4,"",0,-0.0010805806638807,0.00138079341247001,-0.782579532985836,0.433874064240581,-0.00378688602241209,0.00162572469465068,-0.0010805806638807,-0.00913754756505612,-0.0010805806638807,0.170656919540694
"1028","BMI","~~","SocINT",4,4,"",0,-0.00116432536369413,0.00141326135912839,-0.823857070862116,0.410020775279132,-0.0039342667283279,0.00160561600093964,-0.00116432536369413,-0.00960538931490566,-0.00116432536369413,0.16821514575869
"1029","Source.BL","~~","Source.BL",4,4,"",0,0.228712683444755,0.00343919083759744,66.5018878698019,0,0.221971993267104,0.235453373622406,0.228712683444755,1,0.228712683444755,-9.34272757380228e-07
"1030","Source.BL","~~","White",4,4,"",0,0.000628308069210108,0.00103112831957582,0.60934032872706,0.542298881086891,-0.0013926663005978,0.00264928243901801,0.000628308069210108,0.00647918053940568,0.000628308069210108,-5.48924777854509e-07
"1031","Source.BL","~~","Smoking",4,4,"",0,0.0240239281650633,0.00586813906664987,4.09396026443842,4.24067017426033e-05,0.0125225869381571,0.0355252693919695,0.0240239281650633,0.0437192297735057,0.0240239281650633,0.00670653794823584
"1032","Source.BL","~~","Alcohol",4,4,"",0,-0.0744744672473592,0.0127614487565999,-5.83589439316932,5.35027777637254e-09,-0.0994864472008486,-0.0494624872938699,-0.0744744672473592,-0.0629516305963954,-0.0744744672473592,0.024460933536662
"1033","Source.BL","~~","Depression",4,4,"",0,0.072714963063272,0.0206917871762901,3.5141944213786,0.000441089845200082,0.0321598054219756,0.113270120704568,0.072714963063272,0.0375214326582711,0.072714963063272,0.00686248375706999
"1034","Source.BL","~~","Age_BL",4,4,"",0,0.0167136876172458,0.00292559514171632,5.71291884475876,1.11054647700115e-08,0.0109796265061365,0.0224477487283551,0.0167136876172458,0.0608571826312479,0.0167136876172458,-6.84882192958369e-07
"1035","Source.BL","~~","Language_BL",4,4,"",0,-0.00258479301561943,0.00185949783693789,-1.39004894992291,0.164514013649063,-0.00622934180534783,0.00105975577410897,-0.00258479301561943,-0.0147818424109316,-0.00258479301561943,-5.58041513887275e-07
"1036","Source.BL","~~","Language_FU1",4,4,"",0,-0.00151617759132572,0.00186466535873333,-0.813109754103904,0.416155134523273,-0.00517085453766251,0.00213849935501106,-0.00151617759132572,-0.00870336120125028,-0.00151617759132572,0.0131031486762874
